metric,value
prob_call_delayed,0.154060
prob_call_lost,0.019520
avg_delay,26.026069
avg_abs_prediction_error,30.799080
avg_rel_prediction_error,1.812529
delay_distribution,predicted_waiting,actual_waiting,error,relative_error
,0.000000,6.177956,-6.177956,-1.000000
,0.000000,1.877097,-1.877097,-1.000000
,0.000000,5.945772,-5.945772,-1.000000
,91.987162,11.940808,80.046353,6.703596
,0.000000,12.480722,-12.480722,-1.000000
,0.000000,14.133033,-14.133033,-1.000000
,0.000000,34.473339,-34.473339,-1.000000
,91.559898,32.014867,59.545031,1.859918
,0.000000,51.984216,-51.984216,-1.000000
,91.162965,103.657045,-12.494080,-0.120533
,91.176517,90.329694,0.846823,0.009375
,91.152703,39.017030,52.135673,1.336229
,91.223734,20.990828,70.232906,3.345885
,0.000000,1.493861,-1.493861,-1.000000
,0.000000,29.237935,-29.237935,-1.000000
,91.395962,42.668896,48.727065,1.141981
,91.379065,22.759664,68.619401,3.014957
,0.000000,12.549296,-12.549296,-1.000000
,91.375726,15.213118,76.162608,5.006377
,0.000000,32.389534,-32.389534,-1.000000
,0.000000,11.238597,-11.238597,-1.000000
,91.633033,21.321529,70.311505,3.297677
,91.603275,31.500562,60.102713,1.907989
,0.000000,30.856050,-30.856050,-1.000000
,91.452050,77.262523,14.189527,0.183653
,0.000000,41.665924,-41.665924,-1.000000
,0.000000,24.691604,-24.691604,-1.000000
,0.000000,6.890766,-6.890766,-1.000000
,0.000000,5.728496,-5.728496,-1.000000
,0.000000,44.663279,-44.663279,-1.000000
,91.875476,56.077720,35.797756,0.638360
,91.861396,18.476510,73.384886,3.971794
,0.000000,4.008764,-4.008764,-1.000000
,0.000000,51.230887,-51.230887,-1.000000
,0.000000,45.324645,-45.324645,-1.000000
,92.025455,29.420369,62.605086,2.127950
,0.000000,7.577917,-7.577917,-1.000000
,0.000000,28.888343,-28.888343,-1.000000
,92.142384,23.791042,68.351342,2.872986
,0.000000,51.631712,-51.631712,-1.000000
,92.095805,52.361544,39.734261,0.758844
,92.121128,45.903130,46.217998,1.006859
,92.111009,20.910357,71.200653,3.405042
,0.000000,24.898767,-24.898767,-1.000000
,0.000000,18.934032,-18.934032,-1.000000
,91.864487,44.055190,47.809297,1.085214
,91.840408,35.905449,55.934959,1.557840
,0.000000,13.740013,-13.740013,-1.000000
,0.000000,9.586643,-9.586643,-1.000000
,0.000000,28.913633,-28.913633,-1.000000
,0.000000,12.660591,-12.660591,-1.000000
,92.023858,16.734072,75.289786,4.499191
,0.000000,17.506513,-17.506513,-1.000000
,91.991616,15.871673,76.119943,4.795962
,0.000000,3.765744,-3.765744,-1.000000
,0.000000,7.774008,-7.774008,-1.000000
,91.877913,1.884409,89.993504,47.756881
,0.000000,35.247415,-35.247415,-1.000000
,0.000000,7.868355,-7.868355,-1.000000
,0.000000,2.047163,-2.047163,-1.000000
,0.000000,1.108594,-1.108594,-1.000000
,0.000000,66.878493,-66.878493,-1.000000
,91.748138,20.743533,71.004605,3.422975
,0.000000,23.132759,-23.132759,-1.000000
,0.000000,42.638067,-42.638067,-1.000000
,91.902609,18.254389,73.648220,4.034549
,0.000000,21.204214,-21.204214,-1.000000
,91.902537,39.754996,52.147540,1.311723
,91.876940,32.661356,59.215584,1.813017
,0.000000,25.453908,-25.453908,-1.000000
,91.917416,6.431847,85.485570,13.290983
,0.000000,38.702539,-38.702539,-1.000000
,0.000000,1.101389,-1.101389,-1.000000
,0.000000,56.510813,-56.510813,-1.000000
,91.945333,74.995675,16.949658,0.226008
,91.931124,101.941175,-10.010051,-0.098194
,91.890188,48.904959,42.985229,0.878954
,0.000000,29.847400,-29.847400,-1.000000
,0.000000,17.112515,-17.112515,-1.000000
,92.185139,27.517570,64.667570,2.350047
,0.000000,0.677315,-0.677315,-1.000000
,0.000000,41.926483,-41.926483,-1.000000
,92.081905,47.097671,44.984234,0.955127
,0.000000,25.336723,-25.336723,-1.000000
,92.141640,95.451347,-3.309707,-0.034674
,92.135026,65.057116,27.077910,0.416217
,92.167771,13.829255,78.338516,5.664695
,0.000000,4.564298,-4.564298,-1.000000
,0.000000,7.547110,-7.547110,-1.000000
,0.000000,52.483476,-52.483476,-1.000000
,0.000000,4.432139,-4.432139,-1.000000
,0.000000,7.098462,-7.098462,-1.000000
,0.000000,20.441644,-20.441644,-1.000000
,91.997411,39.107520,52.889891,1.352423
,0.000000,5.020623,-5.020623,-1.000000
,0.000000,20.223891,-20.223891,-1.000000
,0.000000,8.237243,-8.237243,-1.000000
,0.000000,34.775431,-34.775431,-1.000000
,0.000000,28.057247,-28.057247,-1.000000
,91.804267,33.234924,58.569343,1.762283
,0.000000,1.775809,-1.775809,-1.000000
,0.000000,32.409450,-32.409450,-1.000000
,91.850356,44.026864,47.823492,1.086234
,0.000000,58.083260,-58.083260,-1.000000
,0.000000,22.276680,-22.276680,-1.000000
,0.000000,11.708889,-11.708889,-1.000000
,0.000000,15.519572,-15.519572,-1.000000
,0.000000,12.244717,-12.244717,-1.000000
,0.000000,2.464731,-2.464731,-1.000000
,0.000000,6.619825,-6.619825,-1.000000
,0.000000,18.171702,-18.171702,-1.000000
,0.000000,16.591827,-16.591827,-1.000000
,92.199842,16.377603,75.822239,4.629630
,0.000000,8.348305,-8.348305,-1.000000
,0.000000,23.144012,-23.144012,-1.000000
,92.253048,30.963809,61.289239,1.979383
,92.250038,22.896507,69.353531,3.029000
,0.000000,8.452299,-8.452299,-1.000000
,92.045943,0.321117,91.724826,285.643069
,0.000000,46.071928,-46.071928,-1.000000
,91.900571,72.908666,18.991906,0.260489
,91.889466,14.599636,77.289830,5.293956
,0.000000,3.225639,-3.225639,-1.000000
,0.000000,28.985520,-28.985520,-1.000000
,91.886432,19.093441,72.792991,3.812461
,0.000000,31.522727,-31.522727,-1.000000
,91.902645,31.815064,60.087581,1.888652
,91.877645,34.239183,57.638461,1.683406
,0.000000,13.955594,-13.955594,-1.000000
,91.933265,9.128898,82.804367,9.070576
,0.000000,30.849776,-30.849776,-1.000000
,0.000000,2.248923,-2.248923,-1.000000
,0.000000,19.909126,-19.909126,-1.000000
,0.000000,2.762976,-2.762976,-1.000000
,0.000000,13.082962,-13.082962,-1.000000
,0.000000,0.185582,-0.185582,-1.000000
,0.000000,3.260889,-3.260889,-1.000000
,0.000000,28.789190,-28.789190,-1.000000
,0.000000,3.960636,-3.960636,-1.000000
,0.000000,3.893608,-3.893608,-1.000000
,0.000000,14.159596,-14.159596,-1.000000
,0.000000,18.304836,-18.304836,-1.000000
,0.000000,3.023366,-3.023366,-1.000000
,0.000000,10.686684,-10.686684,-1.000000
,0.000000,69.671218,-69.671218,-1.000000
,0.000000,5.755058,-5.755058,-1.000000
,0.000000,11.671623,-11.671623,-1.000000
,0.000000,47.817176,-47.817176,-1.000000
,0.000000,5.364322,-5.364322,-1.000000
,0.000000,7.802973,-7.802973,-1.000000
,0.000000,25.507443,-25.507443,-1.000000
,0.000000,3.279431,-3.279431,-1.000000
,0.000000,21.135979,-21.135979,-1.000000
,0.000000,10.271984,-10.271984,-1.000000
,0.000000,1.838729,-1.838729,-1.000000
,91.577549,19.877765,71.699785,3.607035
,0.000000,10.476869,-10.476869,-1.000000
,0.000000,6.033084,-6.033084,-1.000000
,91.477473,60.123079,31.354394,0.521503
,91.457565,78.009136,13.448429,0.172396
,0.000000,33.014658,-33.014658,-1.000000
,0.000000,59.180218,-59.180218,-1.000000
,91.474885,55.254032,36.220853,0.655533
,0.000000,2.216667,-2.216667,-1.000000
,0.000000,8.263196,-8.263196,-1.000000
,0.000000,25.808836,-25.808836,-1.000000
,91.593998,30.725182,60.868816,1.981073
,0.000000,5.658421,-5.658421,-1.000000
,0.000000,6.318196,-6.318196,-1.000000
,0.000000,38.759284,-38.759284,-1.000000
,0.000000,4.205810,-4.205810,-1.000000
,0.000000,45.421655,-45.421655,-1.000000
,91.557048,85.495311,6.061736,0.070901
,91.541478,70.249860,21.291618,0.303084
,91.637630,6.548649,85.088981,12.993364
,0.000000,2.461939,-2.461939,-1.000000
,0.000000,27.509872,-27.509872,-1.000000
,91.586828,23.509862,68.076965,2.895677
,0.000000,24.447602,-24.447602,-1.000000
,0.000000,29.232556,-29.232556,-1.000000
,91.961783,20.979087,70.982696,3.383498
,0.000000,11.384755,-11.384755,-1.000000
,0.000000,22.676066,-22.676066,-1.000000
,0.000000,9.307611,-9.307611,-1.000000
,0.000000,21.352762,-21.352762,-1.000000
,0.000000,48.848670,-48.848670,-1.000000
,91.954339,53.274628,38.679711,0.726044
,0.000000,46.936053,-46.936053,-1.000000
,91.929246,43.867020,48.062226,1.095635
,91.928267,29.158136,62.770131,2.152748
,0.000000,13.024637,-13.024637,-1.000000
,0.000000,4.321037,-4.321037,-1.000000
,92.133451,61.106113,31.027338,0.507762
,92.109201,60.884560,31.224641,0.512850
,0.000000,53.899761,-53.899761,-1.000000
,0.000000,5.475243,-5.475243,-1.000000
,0.000000,15.774949,-15.774949,-1.000000
,92.324956,97.993786,-5.668830,-0.057849
,92.307671,145.750313,-53.442641,-0.366673
,92.307321,72.619294,19.688027,0.271113
,0.000000,36.366255,-36.366255,-1.000000
,0.000000,25.696639,-25.696639,-1.000000
,0.000000,11.129412,-11.129412,-1.000000
,0.000000,7.712722,-7.712722,-1.000000
,0.000000,23.648540,-23.648540,-1.000000
,92.532056,23.647641,68.884415,2.912951
,0.000000,63.027040,-63.027040,-1.000000
,92.581819,11.953348,80.628471,6.745263
,0.000000,3.644358,-3.644358,-1.000000
,92.673048,34.298948,58.374100,1.701921
,92.664105,72.980546,19.683559,0.269710
,0.000000,10.104736,-10.104736,-1.000000
,0.000000,26.716996,-26.716996,-1.000000
,0.000000,22.439793,-22.439793,-1.000000
,0.000000,29.043793,-29.043793,-1.000000
,0.000000,23.814625,-23.814625,-1.000000
,92.704279,66.966461,25.737819,0.384339
,92.707851,35.274543,57.433309,1.628180
,92.789998,16.275464,76.514534,4.701220
,0.000000,3.462916,-3.462916,-1.000000
,0.000000,31.459507,-31.459507,-1.000000
,0.000000,4.034632,-4.034632,-1.000000
,0.000000,18.611717,-18.611717,-1.000000
,0.000000,17.078649,-17.078649,-1.000000
,0.000000,31.034817,-31.034817,-1.000000
,0.000000,7.059049,-7.059049,-1.000000
,92.808701,16.168694,76.640006,4.740024
,92.814322,5.395741,87.418581,16.201404
,0.000000,11.424288,-11.424288,-1.000000
,0.000000,1.265856,-1.265856,-1.000000
,0.000000,39.647759,-39.647759,-1.000000
,0.000000,7.833749,-7.833749,-1.000000
,0.000000,7.416482,-7.416482,-1.000000
,0.000000,14.288777,-14.288777,-1.000000
,0.000000,9.523631,-9.523631,-1.000000
,0.000000,66.987373,-66.987373,-1.000000
,92.380590,80.735982,11.644609,0.144231
,0.000000,10.828746,-10.828746,-1.000000
,0.000000,26.781243,-26.781243,-1.000000
,0.000000,6.682350,-6.682350,-1.000000
,0.000000,14.784512,-14.784512,-1.000000
,0.000000,12.498421,-12.498421,-1.000000
,0.000000,44.858217,-44.858217,-1.000000
,0.000000,2.557867,-2.557867,-1.000000
,0.000000,30.731645,-30.731645,-1.000000
,0.000000,1.808387,-1.808387,-1.000000
,0.000000,0.865310,-0.865310,-1.000000
,0.000000,9.633693,-9.633693,-1.000000
,0.000000,12.869913,-12.869913,-1.000000
,0.000000,4.091201,-4.091201,-1.000000
,0.000000,3.867466,-3.867466,-1.000000
,0.000000,20.857944,-20.857944,-1.000000
,0.000000,1.365891,-1.365891,-1.000000
,0.000000,22.410539,-22.410539,-1.000000
,92.301682,27.302436,64.999245,2.380712
,0.000000,46.312797,-46.312797,-1.000000
,92.377361,2.516682,89.860679,35.706011
,0.000000,1.282510,-1.282510,-1.000000
,0.000000,19.528254,-19.528254,-1.000000
,0.000000,3.297633,-3.297633,-1.000000
,0.000000,38.949204,-38.949204,-1.000000
,92.404004,42.164191,50.239813,1.191528
,92.420275,65.589907,26.830367,0.409062
,0.000000,26.115227,-26.115227,-1.000000
,0.000000,36.935245,-36.935245,-1.000000
,0.000000,45.908169,-45.908169,-1.000000
,0.000000,7.695156,-7.695156,-1.000000
,0.000000,5.858774,-5.858774,-1.000000
,91.950791,13.138574,78.812217,5.998537
,0.000000,16.271395,-16.271395,-1.000000
,91.946684,12.496210,79.450473,6.357966
,0.000000,9.592561,-9.592561,-1.000000
,0.000000,10.873374,-10.873374,-1.000000
,91.743738,39.741675,52.002063,1.308502
,0.000000,20.588990,-20.588990,-1.000000
,0.000000,23.562445,-23.562445,-1.000000
,0.000000,10.294833,-10.294833,-1.000000
,0.000000,36.641595,-36.641595,-1.000000
,91.562420,22.318983,69.243436,3.102446
,0.000000,17.289402,-17.289402,-1.000000
,91.626946,31.331829,60.295117,1.924405
,0.000000,9.939480,-9.939480,-1.000000
,0.000000,2.700031,-2.700031,-1.000000
,0.000000,0.206755,-0.206755,-1.000000
,0.000000,12.561040,-12.561040,-1.000000
,0.000000,9.289258,-9.289258,-1.000000
,0.000000,37.296926,-37.296926,-1.000000
,91.462603,16.203039,75.259564,4.644781
,91.463144,22.682741,68.780403,3.032279
,0.000000,30.962497,-30.962497,-1.000000
,91.455143,33.973229,57.481914,1.691977
,0.000000,9.922458,-9.922458,-1.000000
,0.000000,14.864864,-14.864864,-1.000000
,0.000000,5.204687,-5.204687,-1.000000
,0.000000,19.071674,-19.071674,-1.000000
,0.000000,42.647029,-42.647029,-1.000000
,0.000000,14.950265,-14.950265,-1.000000
,0.000000,80.876654,-80.876654,-1.000000
,91.504566,33.364880,58.139686,1.742541
,0.000000,10.595705,-10.595705,-1.000000
,0.000000,15.764077,-15.764077,-1.000000
,0.000000,19.364182,-19.364182,-1.000000
,0.000000,13.375259,-13.375259,-1.000000
,0.000000,33.809591,-33.809591,-1.000000
,0.000000,3.027098,-3.027098,-1.000000
,0.000000,9.555041,-9.555041,-1.000000
,0.000000,0.835227,-0.835227,-1.000000
,0.000000,32.519620,-32.519620,-1.000000
,0.000000,21.215507,-21.215507,-1.000000
,91.394515,82.106694,9.287821,0.113119
,91.385798,46.393425,44.992373,0.969801
,0.000000,43.958219,-43.958219,-1.000000
,91.408322,42.480019,48.928302,1.151796
,0.000000,26.993201,-26.993201,-1.000000
,91.442324,33.649116,57.793208,1.717525
,0.000000,51.701646,-51.701646,-1.000000
,91.441934,52.883137,38.558797,0.729132
,0.000000,3.771738,-3.771738,-1.000000
,0.000000,23.283322,-23.283322,-1.000000
,91.723749,70.176213,21.547535,0.307049
,0.000000,24.280425,-24.280425,-1.000000
,0.000000,32.511344,-32.511344,-1.000000
,0.000000,6.168472,-6.168472,-1.000000
,0.000000,3.003490,-3.003490,-1.000000
,0.000000,33.901484,-33.901484,-1.000000
,91.925118,20.650008,71.275110,3.451578
,91.921659,65.382254,26.539405,0.405911
,91.912670,117.867698,-25.955028,-0.220205
,91.901059,47.493091,44.407969,0.935041
,0.000000,33.598495,-33.598495,-1.000000
,91.971266,24.519804,67.451461,2.750897
,0.000000,29.608016,-29.608016,-1.000000
,0.000000,7.636199,-7.636199,-1.000000
,0.000000,37.432315,-37.432315,-1.000000
,0.000000,5.940259,-5.940259,-1.000000
,91.811591,40.370751,51.440839,1.274211
,91.809135,44.073192,47.735943,1.083106
,0.000000,4.208704,-4.208704,-1.000000
,0.000000,28.964022,-28.964022,-1.000000
,91.793729,9.371280,82.422450,8.795218
,0.000000,11.593298,-11.593298,-1.000000
,0.000000,37.509457,-37.509457,-1.000000
,91.768213,50.399519,41.368695,0.820815
,91.757094,58.620299,33.136795,0.565278
,91.760842,12.696119,79.064723,6.227472
,0.000000,21.312030,-21.312030,-1.000000
,91.746426,45.491934,46.254492,1.016762
,91.733679,19.132661,72.601018,3.794612
,91.723602,56.649306,35.074296,0.619148
,91.717188,49.753687,41.963500,0.843425
,0.000000,4.875189,-4.875189,-1.000000
,0.000000,9.366163,-9.366163,-1.000000
,0.000000,4.088336,-4.088336,-1.000000
,0.000000,13.099114,-13.099114,-1.000000
,0.000000,9.583391,-9.583391,-1.000000
,0.000000,18.616433,-18.616433,-1.000000
,91.565129,53.810243,37.754885,0.701630
,0.000000,14.001250,-14.001250,-1.000000
,0.000000,15.527682,-15.527682,-1.000000
,91.581962,26.807390,64.774572,2.416295
,0.000000,41.670656,-41.670656,-1.000000
,0.000000,7.110497,-7.110497,-1.000000
,0.000000,1.747134,-1.747134,-1.000000
,0.000000,9.945416,-9.945416,-1.000000
,0.000000,18.148288,-18.148288,-1.000000
,0.000000,29.302741,-29.302741,-1.000000
,91.602250,54.987820,36.614431,0.665864
,0.000000,5.332268,-5.332268,-1.000000
,0.000000,19.417732,-19.417732,-1.000000
,0.000000,0.339828,-0.339828,-1.000000
,0.000000,32.214680,-32.214680,-1.000000
,91.610601,30.475943,61.134659,2.005997
,0.000000,12.434149,-12.434149,-1.000000
,0.000000,3.004426,-3.004426,-1.000000
,91.565950,23.851092,67.714858,2.839067
,0.000000,14.481251,-14.481251,-1.000000
,0.000000,46.324451,-46.324451,-1.000000
,0.000000,15.097782,-15.097782,-1.000000
,91.562528,26.939968,64.622559,2.398762
,91.546676,15.748507,75.798168,4.813038
,0.000000,7.057960,-7.057960,-1.000000
,0.000000,1.693002,-1.693002,-1.000000
,0.000000,29.947607,-29.947607,-1.000000
,91.486583,39.486156,52.000427,1.316928
,91.472727,30.718537,60.754190,1.977770
,91.511578,23.061551,68.450027,2.968145
,0.000000,20.430175,-20.430175,-1.000000
,0.000000,11.989097,-11.989097,-1.000000
,0.000000,8.252721,-8.252721,-1.000000
,0.000000,8.869343,-8.869343,-1.000000
,0.000000,8.604240,-8.604240,-1.000000
,0.000000,32.740328,-32.740328,-1.000000
,91.498610,84.440303,7.058307,0.083589
,91.490169,39.141024,52.349145,1.337450
,0.000000,34.567090,-34.567090,-1.000000
,91.523197,58.127416,33.395781,0.574527
,91.561855,21.904881,69.656974,3.179975
,0.000000,5.063003,-5.063003,-1.000000
,0.000000,12.434250,-12.434250,-1.000000
,91.648769,15.858082,75.790688,4.779310
,0.000000,8.467623,-8.467623,-1.000000
,0.000000,9.741738,-9.741738,-1.000000
,0.000000,18.377867,-18.377867,-1.000000
,0.000000,0.995201,-0.995201,-1.000000
,0.000000,12.783261,-12.783261,-1.000000
,91.631730,5.971283,85.660447,14.345401
,0.000000,31.055170,-31.055170,-1.000000
,91.604630,25.734161,65.870469,2.559651
,0.000000,2.704632,-2.704632,-1.000000
,0.000000,15.950217,-15.950217,-1.000000
,91.563905,31.874569,59.689336,1.872632
,0.000000,20.289976,-20.289976,-1.000000
,0.000000,22.127708,-22.127708,-1.000000
,91.321348,27.983494,63.337853,2.263400
,0.000000,6.116501,-6.116501,-1.000000
,0.000000,7.745355,-7.745355,-1.000000
,0.000000,19.624984,-19.624984,-1.000000
,0.000000,0.898570,-0.898570,-1.000000
,0.000000,6.788442,-6.788442,-1.000000
,0.000000,16.893381,-16.893381,-1.000000
,0.000000,74.722829,-74.722829,-1.000000
,91.155954,52.403132,38.752822,0.739513
,0.000000,42.433380,-42.433380,-1.000000
,91.170587,28.440320,62.730267,2.205681
,0.000000,16.636690,-16.636690,-1.000000
,0.000000,37.608805,-37.608805,-1.000000
,0.000000,15.816824,-15.816824,-1.000000
,0.000000,29.354227,-29.354227,-1.000000
,0.000000,25.865009,-25.865009,-1.000000
,91.239169,42.113102,49.126067,1.166527
,0.000000,8.144858,-8.144858,-1.000000
,0.000000,7.458080,-7.458080,-1.000000
,0.000000,0.360811,-0.360811,-1.000000
,0.000000,38.137697,-38.137697,-1.000000
,0.000000,21.579228,-21.579228,-1.000000
,0.000000,17.766293,-17.766293,-1.000000
,91.309713,14.122114,77.187599,5.465725
,91.314261,18.340091,72.974170,3.978943
,0.000000,18.662925,-18.662925,-1.000000
,0.000000,3.284127,-3.284127,-1.000000
,0.000000,5.766949,-5.766949,-1.000000
,0.000000,27.133290,-27.133290,-1.000000
,0.000000,32.655125,-32.655125,-1.000000
,91.185446,66.329439,24.856008,0.374736
,0.000000,8.759716,-8.759716,-1.000000
,0.000000,10.455822,-10.455822,-1.000000
,0.000000,9.822364,-9.822364,-1.000000
,91.074899,62.273929,28.800971,0.462488
