actual_delay,predicted_delay,absolute_error,relative_error
86.980204,25.917373,61.062831,0.702031
58.783337,25.928474,32.854863,0.558915
64.810266,25.961528,38.848738,0.599423
12.557259,0.000000,12.557259,1.000000
20.903876,0.000000,20.903876,1.000000
8.589834,0.000000,8.589834,1.000000
10.086530,25.990274,15.903744,1.576731
5.437079,0.000000,5.437079,1.000000
15.902247,0.000000,15.902247,1.000000
18.692142,25.961225,7.269083,0.388884
10.252895,25.955802,15.702907,1.531558
6.702708,0.000000,6.702708,1.000000
1.353145,0.000000,1.353145,1.000000
27.455524,0.000000,27.455524,1.000000
2.828060,0.000000,2.828060,1.000000
17.948910,0.000000,17.948910,1.000000
14.608691,25.908274,11.299583,0.773484
0.085178,0.000000,0.085178,1.000000
29.672398,0.000000,29.672398,1.000000
1.268135,0.000000,1.268135,1.000000
3.609265,0.000000,3.609265,1.000000
86.927517,0.000000,86.927517,1.000000
1.557040,0.000000,1.557040,1.000000
1.660490,0.000000,1.660490,1.000000
28.722259,0.000000,28.722259,1.000000
0.641789,0.000000,0.641789,1.000000
70.149115,0.000000,70.149115,1.000000
86.379347,25.855769,60.523578,0.700672
14.816452,0.000000,14.816452,1.000000
77.243954,25.911701,51.332253,0.664547
4.601523,0.000000,4.601523,1.000000
18.280981,25.933149,7.652168,0.418586
6.648738,0.000000,6.648738,1.000000
31.248576,25.917716,5.330860,0.170595
101.367288,25.907461,75.459827,0.744420
46.577129,25.910302,20.666827,0.443712
62.838423,25.950418,36.888005,0.587029
46.956210,25.961378,20.994832,0.447115
41.554503,25.980962,15.573541,0.374774
51.314137,25.992095,25.322042,0.493471
20.647034,26.000351,5.353317,0.259278
1.864906,0.000000,1.864906,1.000000
24.908187,0.000000,24.908187,1.000000
27.455440,0.000000,27.455440,1.000000
24.488301,25.997563,1.509262,0.061632
4.512136,0.000000,4.512136,1.000000
3.962448,0.000000,3.962448,1.000000
37.898514,0.000000,37.898514,1.000000
2.701508,0.000000,2.701508,1.000000
32.289260,0.000000,32.289260,1.000000
14.919037,0.000000,14.919037,1.000000
12.321921,0.000000,12.321921,1.000000
4.064893,0.000000,4.064893,1.000000
5.646570,0.000000,5.646570,1.000000
18.969757,0.000000,18.969757,1.000000
43.945381,0.000000,43.945381,1.000000
9.375503,0.000000,9.375503,1.000000
5.622991,0.000000,5.622991,1.000000
48.036249,0.000000,48.036249,1.000000
85.243875,25.923093,59.320782,0.695895
43.336380,25.934701,17.401678,0.401549
36.081733,0.000000,36.081733,1.000000
38.708778,25.974927,12.733850,0.328965
12.094008,0.000000,12.094008,1.000000
36.759226,0.000000,36.759226,1.000000
8.304141,0.000000,8.304141,1.000000
6.439910,0.000000,6.439910,1.000000
9.218991,0.000000,9.218991,1.000000
44.888478,0.000000,44.888478,1.000000
2.954788,0.000000,2.954788,1.000000
39.501220,0.000000,39.501220,1.000000
15.158957,25.954925,10.795968,0.712184
12.327986,25.961991,13.634005,1.105939
28.408352,0.000000,28.408352,1.000000
7.496706,25.949257,18.452551,2.461421
43.006139,0.000000,43.006139,1.000000
32.468588,25.940932,6.527656,0.201045
11.109857,0.000000,11.109857,1.000000
6.274836,0.000000,6.274836,1.000000
13.490762,0.000000,13.490762,1.000000
12.602805,0.000000,12.602805,1.000000
3.633264,25.928806,22.295542,6.136505
10.018075,0.000000,10.018075,1.000000
23.269836,0.000000,23.269836,1.000000
2.093374,0.000000,2.093374,1.000000
7.690395,0.000000,7.690395,1.000000
29.031296,0.000000,29.031296,1.000000
26.301390,25.878979,0.422411,0.016060
37.402954,0.000000,37.402954,1.000000
20.966021,0.000000,20.966021,1.000000
12.433540,0.000000,12.433540,1.000000
5.104503,0.000000,5.104503,1.000000
11.317708,0.000000,11.317708,1.000000
5.086821,25.866577,20.779756,4.085018
5.626478,0.000000,5.626478,1.000000
45.181485,25.848367,19.333118,0.427899
15.425187,25.837949,10.412762,0.675049
69.685624,0.000000,69.685624,1.000000
0.217712,0.000000,0.217712,1.000000
22.161216,0.000000,22.161216,1.000000
21.568343,0.000000,21.568343,1.000000
52.357164,0.000000,52.357164,1.000000
34.908139,25.847816,9.060323,0.259548
1.031922,0.000000,1.031922,1.000000
19.116258,0.000000,19.116258,1.000000
31.248684,0.000000,31.248684,1.000000
44.801759,25.849878,18.951882,0.423016
30.879923,0.000000,30.879923,1.000000
43.772870,0.000000,43.772870,1.000000
73.221900,25.864914,47.356986,0.646760
27.077191,25.874074,1.203117,0.044433
10.961320,25.898280,14.936960,1.362697
5.733607,0.000000,5.733607,1.000000
9.047658,0.000000,9.047658,1.000000
12.628394,0.000000,12.628394,1.000000
31.077471,0.000000,31.077471,1.000000
6.873467,0.000000,6.873467,1.000000
23.216097,0.000000,23.216097,1.000000
3.061256,0.000000,3.061256,1.000000
39.082555,0.000000,39.082555,1.000000
20.101026,25.845655,5.744629,0.285788
12.818399,0.000000,12.818399,1.000000
19.759025,25.849464,6.090439,0.308236
27.700988,0.000000,27.700988,1.000000
3.756474,0.000000,3.756474,1.000000
6.122579,0.000000,6.122579,1.000000
37.135354,0.000000,37.135354,1.000000
5.866391,0.000000,5.866391,1.000000
27.640483,0.000000,27.640483,1.000000
26.758074,25.815124,0.942950,0.035240
10.814974,0.000000,10.814974,1.000000
1.559441,0.000000,1.559441,1.000000
15.467470,0.000000,15.467470,1.000000
0.826443,0.000000,0.826443,1.000000
1.251826,0.000000,1.251826,1.000000
42.356824,0.000000,42.356824,1.000000
67.088147,0.000000,67.088147,1.000000
23.286070,25.774839,2.488769,0.106878
1.776468,0.000000,1.776468,1.000000
18.177372,0.000000,18.177372,1.000000
8.565572,0.000000,8.565572,1.000000
2.479646,0.000000,2.479646,1.000000
5.295374,0.000000,5.295374,1.000000
6.618376,0.000000,6.618376,1.000000
20.424661,0.000000,20.424661,1.000000
10.666735,0.000000,10.666735,1.000000
15.597416,0.000000,15.597416,1.000000
40.224652,0.000000,40.224652,1.000000
18.567098,0.000000,18.567098,1.000000
29.042834,0.000000,29.042834,1.000000
33.377457,25.726566,7.650891,0.229223
0.509277,0.000000,0.509277,1.000000
9.877531,0.000000,9.877531,1.000000
11.841553,0.000000,11.841553,1.000000
14.717576,0.000000,14.717576,1.000000
0.408229,0.000000,0.408229,1.000000
12.426386,0.000000,12.426386,1.000000
7.302230,0.000000,7.302230,1.000000
23.610758,25.679830,2.069072,0.087633
24.081954,25.670660,1.588705,0.065971
17.023634,0.000000,17.023634,1.000000
18.495143,25.668841,7.173698,0.387869
12.520885,0.000000,12.520885,1.000000
33.338640,0.000000,33.338640,1.000000
26.236818,25.654422,0.582396,0.022198
31.611401,25.658245,5.953155,0.188323
0.979472,0.000000,0.979472,1.000000
8.946762,0.000000,8.946762,1.000000
17.481994,0.000000,17.481994,1.000000
19.812757,25.640937,5.828180,0.294163
47.102941,0.000000,47.102941,1.000000
98.220407,25.633999,72.586408,0.739016
48.975971,25.644643,23.331328,0.476383
3.034511,0.000000,3.034511,1.000000
44.921327,0.000000,44.921327,1.000000
14.493815,0.000000,14.493815,1.000000
25.176059,25.690449,0.514390,0.020432
0.792130,0.000000,0.792130,1.000000
5.405200,0.000000,5.405200,1.000000
66.557091,0.000000,66.557091,1.000000
3.622558,0.000000,3.622558,1.000000
25.211638,0.000000,25.211638,1.000000
21.087897,25.671655,4.583758,0.217364
7.757162,0.000000,7.757162,1.000000
10.524944,0.000000,10.524944,1.000000
13.756547,0.000000,13.756547,1.000000
58.962526,25.652893,33.309633,0.564929
51.647687,25.647038,26.000648,0.503423
59.968146,25.663426,34.304721,0.572049
1.152606,0.000000,1.152606,1.000000
46.695221,0.000000,46.695221,1.000000
82.036765,0.000000,82.036765,1.000000
95.131181,25.691315,69.439866,0.729938
42.898248,25.718962,17.179286,0.400466
23.445925,0.000000,23.445925,1.000000
28.964586,0.000000,28.964586,1.000000
74.273534,25.760275,48.513259,0.653170
77.837341,25.761844,52.075497,0.669030
4.750696,0.000000,4.750696,1.000000
3.037068,0.000000,3.037068,1.000000
6.957529,0.000000,6.957529,1.000000
39.960073,25.789630,14.170442,0.354615
8.047056,0.000000,8.047056,1.000000
9.290100,0.000000,9.290100,1.000000
37.459365,0.000000,37.459365,1.000000
42.118828,25.770653,16.348175,0.388144
18.861122,0.000000,18.861122,1.000000
11.328145,0.000000,11.328145,1.000000
36.314172,25.780944,10.533228,0.290058
64.691948,25.773907,38.918040,0.601590
80.111421,25.779037,54.332384,0.678210
54.362267,25.797963,28.564304,0.525444
10.171994,0.000000,10.171994,1.000000
42.462797,25.838234,16.624563,0.391509
46.022258,25.830625,20.191633,0.438736
27.720558,0.000000,27.720558,1.000000
9.858810,0.000000,9.858810,1.000000
20.954663,25.849400,4.894737,0.233587
34.124432,25.841649,8.282783,0.242723
32.232882,25.839281,6.393601,0.198356
50.322869,0.000000,50.322869,1.000000
27.829483,25.846386,1.983097,0.071259
40.957989,0.000000,40.957989,1.000000
26.903864,25.859181,1.044683,0.038830
19.772226,0.000000,19.772226,1.000000
7.486258,0.000000,7.486258,1.000000
11.107182,0.000000,11.107182,1.000000
20.203334,25.855167,5.651833,0.279748
27.831143,25.848053,1.983090,0.071254
35.622988,0.000000,35.622988,1.000000
7.284621,0.000000,7.284621,1.000000
6.043292,0.000000,6.043292,1.000000
22.169231,0.000000,22.169231,1.000000
9.770207,0.000000,9.770207,1.000000
2.952650,0.000000,2.952650,1.000000
35.789864,0.000000,35.789864,1.000000
26.362522,0.000000,26.362522,1.000000
4.942792,0.000000,4.942792,1.000000
9.288650,0.000000,9.288650,1.000000
10.991568,0.000000,10.991568,1.000000
5.596401,0.000000,5.596401,1.000000
38.539052,25.792074,12.746978,0.330755
54.502068,25.782397,28.719671,0.526946
5.495704,0.000000,5.495704,1.000000
2.056785,0.000000,2.056785,1.000000
43.838427,0.000000,43.838427,1.000000
35.211137,25.781185,9.429952,0.267812
8.730248,0.000000,8.730248,1.000000
51.540324,25.794317,25.746006,0.499531
22.804587,25.786168,2.981582,0.130745
13.706423,0.000000,13.706423,1.000000
23.480016,0.000000,23.480016,1.000000
16.994568,0.000000,16.994568,1.000000
21.781228,0.000000,21.781228,1.000000
23.806505,25.785976,1.979471,0.083148
44.465993,0.000000,44.465993,1.000000
8.866090,0.000000,8.866090,1.000000
26.326636,0.000000,26.326636,1.000000
38.996223,25.783967,13.212256,0.338809
12.370233,0.000000,12.370233,1.000000
33.092432,0.000000,33.092432,1.000000
9.171842,0.000000,9.171842,1.000000
3.988602,0.000000,3.988602,1.000000
7.216891,0.000000,7.216891,1.000000
12.838301,0.000000,12.838301,1.000000
13.979125,0.000000,13.979125,1.000000
7.250371,0.000000,7.250371,1.000000
2.993272,0.000000,2.993272,1.000000
0.047937,0.000000,0.047937,1.000000
7.774006,0.000000,7.774006,1.000000
31.291460,0.000000,31.291460,1.000000
12.339319,25.708756,13.369437,1.083483
31.494830,0.000000,31.494830,1.000000
33.137320,25.705080,7.432240,0.224286
35.255064,0.000000,35.255064,1.000000
36.054407,0.000000,36.054407,1.000000
36.447826,25.715816,10.732009,0.294449
2.114432,0.000000,2.114432,1.000000
35.503225,0.000000,35.503225,1.000000
19.944355,25.714625,5.770270,0.289318
15.279603,0.000000,15.279603,1.000000
48.745995,25.716515,23.029480,0.472438
28.321341,0.000000,28.321341,1.000000
23.126859,0.000000,23.126859,1.000000
55.038561,25.723653,29.314907,0.532625
77.604699,25.722434,51.882265,0.668545
28.049220,25.736191,2.313029,0.082463
16.143380,0.000000,16.143380,1.000000
4.615181,0.000000,4.615181,1.000000
2.249400,0.000000,2.249400,1.000000
12.452832,0.000000,12.452832,1.000000
28.969793,25.736182,3.233611,0.111620
14.556129,0.000000,14.556129,1.000000
2.624103,0.000000,2.624103,1.000000
41.341584,0.000000,41.341584,1.000000
62.345058,25.715462,36.629596,0.587530
6.315013,0.000000,6.315013,1.000000
17.663233,0.000000,17.663233,1.000000
19.330472,25.730793,6.400321,0.331100
40.140223,0.000000,40.140223,1.000000
38.922942,0.000000,38.922942,1.000000
2.565348,0.000000,2.565348,1.000000
1.060653,0.000000,1.060653,1.000000
14.636893,0.000000,14.636893,1.000000
40.126759,0.000000,40.126759,1.000000
19.148770,0.000000,19.148770,1.000000
40.989822,0.000000,40.989822,1.000000
9.301229,25.713143,16.411914,1.764489
19.236990,25.720239,6.483249,0.337020
56.753524,25.712616,31.040907,0.546942
6.379034,0.000000,6.379034,1.000000
53.214077,0.000000,53.214077,1.000000
25.743966,0.000000,25.743966,1.000000
60.035529,25.727785,34.307745,0.571457
116.511259,25.727792,90.783467,0.779182
92.088872,25.743675,66.345197,0.720447
14.754997,25.785678,11.030681,0.747589
3.052674,0.000000,3.052674,1.000000
11.963105,0.000000,11.963105,1.000000
30.116166,0.000000,30.116166,1.000000
43.651185,25.794323,17.856862,0.409081
4.177547,0.000000,4.177547,1.000000
2.257293,0.000000,2.257293,1.000000
44.257122,0.000000,44.257122,1.000000
27.346432,25.783731,1.562702,0.057145
16.862759,0.000000,16.862759,1.000000
16.911164,0.000000,16.911164,1.000000
5.628201,0.000000,5.628201,1.000000
96.333030,0.000000,96.333030,1.000000
6.693070,0.000000,6.693070,1.000000
31.921091,0.000000,31.921091,1.000000
42.525866,25.799147,16.726720,0.393330
9.239636,0.000000,9.239636,1.000000
33.148536,25.809638,7.338898,0.221394
50.385226,25.802033,24.583193,0.487905
15.910642,0.000000,15.910642,1.000000
18.702156,0.000000,18.702156,1.000000
6.570234,0.000000,6.570234,1.000000
34.590759,0.000000,34.590759,1.000000
23.216558,25.800067,2.583509,0.111279
17.727477,25.804091,8.076614,0.455599
21.947253,0.000000,21.947253,1.000000
9.092300,0.000000,9.092300,1.000000
12.090601,0.000000,12.090601,1.000000
66.533192,25.789822,40.743370,0.612377
19.774318,0.000000,19.774318,1.000000
16.278869,25.802166,9.523297,0.585010
0.841903,0.000000,0.841903,1.000000
0.733539,0.000000,0.733539,1.000000
36.430244,0.000000,36.430244,1.000000
9.510221,0.000000,9.510221,1.000000
1.142099,0.000000,1.142099,1.000000
0.791537,0.000000,0.791537,1.000000
20.930721,0.000000,20.930721,1.000000
19.920749,0.000000,19.920749,1.000000
6.878528,0.000000,6.878528,1.000000
3.287810,0.000000,3.287810,1.000000
30.009518,0.000000,30.009518,1.000000
9.444178,0.000000,9.444178,1.000000
28.278677,0.000000,28.278677,1.000000
3.415959,25.718149,22.302190,6.528822
1.565476,0.000000,1.565476,1.000000
8.887506,0.000000,8.887506,1.000000
3.266395,0.000000,3.266395,1.000000
15.125029,0.000000,15.125029,1.000000
34.531720,0.000000,34.531720,1.000000
25.505099,25.675739,0.170639,0.006690
2.505243,0.000000,2.505243,1.000000
0.326167,0.000000,0.326167,1.000000
14.204369,0.000000,14.204369,1.000000
28.646936,0.000000,28.646936,1.000000
1.689243,25.652586,23.963343,14.185848
43.892114,0.000000,43.892114,1.000000
29.092514,25.643132,3.449382,0.118566
32.979676,0.000000,32.979676,1.000000
5.317784,0.000000,5.317784,1.000000
26.701227,0.000000,26.701227,1.000000
9.621674,0.000000,9.621674,1.000000
1.349983,0.000000,1.349983,1.000000
41.411592,0.000000,41.411592,1.000000
9.028087,0.000000,9.028087,1.000000
1.309548,0.000000,1.309548,1.000000
36.708080,0.000000,36.708080,1.000000
26.834607,0.000000,26.834607,1.000000
0.165818,0.000000,0.165818,1.000000
5.758648,0.000000,5.758648,1.000000
14.369395,0.000000,14.369395,1.000000
6.585291,0.000000,6.585291,1.000000
22.831223,25.598302,2.767079,0.121197
32.303432,0.000000,32.303432,1.000000
3.775677,0.000000,3.775677,1.000000
72.129359,0.000000,72.129359,1.000000
44.444354,25.581808,18.862547,0.424408
26.067509,0.000000,26.067509,1.000000
14.396119,0.000000,14.396119,1.000000
61.916660,0.000000,61.916660,1.000000
53.365314,25.606221,27.759094,0.520171
76.112896,0.000000,76.112896,1.000000
43.183470,0.000000,43.183470,1.000000
36.651565,25.657280,10.994286,0.299968
12.749476,0.000000,12.749476,1.000000
12.267202,0.000000,12.267202,1.000000
21.762896,0.000000,21.762896,1.000000
36.150829,25.658268,10.492560,0.290244
8.860965,0.000000,8.860965,1.000000
13.460772,0.000000,13.460772,1.000000
18.075345,0.000000,18.075345,1.000000
46.246175,25.648323,20.597852,0.445396
4.511066,0.000000,4.511066,1.000000
27.641641,0.000000,27.641641,1.000000
22.571128,0.000000,22.571128,1.000000
2.217577,0.000000,2.217577,1.000000
33.724219,0.000000,33.724219,1.000000
0.410644,0.000000,0.410644,1.000000
2.386622,0.000000,2.386622,1.000000
13.488007,0.000000,13.488007,1.000000
17.795613,0.000000,17.795613,1.000000
15.625638,25.610652,9.985015,0.639015
3.330141,0.000000,3.330141,1.000000
40.405417,0.000000,40.405417,1.000000
5.085219,0.000000,5.085219,1.000000
7.279956,0.000000,7.279956,1.000000
40.437550,0.000000,40.437550,1.000000
17.124873,0.000000,17.124873,1.000000
50.565364,25.588918,24.976446,0.493944
36.092596,25.585189,10.507407,0.291124
7.913788,0.000000,7.913788,1.000000
22.187470,0.000000,22.187470,1.000000
7.681276,0.000000,7.681276,1.000000
5.118533,0.000000,5.118533,1.000000
45.102227,0.000000,45.102227,1.000000
58.287794,25.574666,32.713128,0.561235
106.951237,25.583242,81.367996,0.760795
56.678734,25.597598,31.081136,0.548374
31.911710,0.000000,31.911710,1.000000
16.749222,25.646912,8.897690,0.531230
83.663151,25.649658,58.013493,0.693417
71.278924,25.645758,45.633166,0.640206
29.460750,25.671171,3.789579,0.128631
13.820817,0.000000,13.820817,1.000000
3.283531,25.692789,22.409258,6.824745
37.482615,0.000000,37.482615,1.000000
17.543517,0.000000,17.543517,1.000000
2.763238,0.000000,2.763238,1.000000
3.682265,0.000000,3.682265,1.000000
54.901753,0.000000,54.901753,1.000000
36.024947,0.000000,36.024947,1.000000
12.608821,0.000000,12.608821,1.000000
5.417121,0.000000,5.417121,1.000000
41.880273,0.000000,41.880273,1.000000
17.282669,25.662550,8.379880,0.484872
14.841555,0.000000,14.841555,1.000000
33.457359,25.665962,7.791397,0.232875
9.431390,0.000000,9.431390,1.000000
41.296562,25.664642,15.631919,0.378528
24.629993,0.000000,24.629993,1.000000
39.606624,25.664381,13.942243,0.352018
47.427433,25.663932,21.763501,0.458880
21.354609,25.669986,4.315377,0.202082
1.847132,0.000000,1.847132,1.000000
35.933791,0.000000,35.933791,1.000000
28.521735,25.667219,2.854516,0.100082
7.223774,0.000000,7.223774,1.000000
53.282438,0.000000,53.282438,1.000000
30.891898,25.664914,5.226984,0.169202
9.460775,0.000000,9.460775,1.000000
3.703603,0.000000,3.703603,1.000000
38.304303,0.000000,38.304303,1.000000
10.590630,0.000000,10.590630,1.000000
8.897077,0.000000,8.897077,1.000000
31.953840,0.000000,31.953840,1.000000
31.569668,25.654325,5.915343,0.187374
27.936589,0.000000,27.936589,1.000000
30.636764,25.659595,4.977169,0.162457
13.268549,0.000000,13.268549,1.000000
12.199767,0.000000,12.199767,1.000000
13.959410,0.000000,13.959410,1.000000
57.888718,25.651586,32.237132,0.556881
11.700090,0.000000,11.700090,1.000000
21.973691,0.000000,21.973691,1.000000
12.945204,25.654422,12.709218,0.981770
12.605872,0.000000,12.605872,1.000000
15.445413,0.000000,15.445413,1.000000
41.910654,0.000000,41.910654,1.000000
57.345419,25.637398,31.708021,0.552930
13.723775,0.000000,13.723775,1.000000
40.754103,25.657982,15.096121,0.370420
28.674308,25.652865,3.021443,0.105371
62.517099,0.000000,62.517099,1.000000
108.702245,25.660629,83.041616,0.763937
67.308473,25.676414,41.632060,0.618526
29.188697,0.000000,29.188697,1.000000
8.346440,25.729755,17.383314,2.082722
12.012821,0.000000,12.012821,1.000000
12.372869,0.000000,12.372869,1.000000
41.559174,25.717942,15.841232,0.381173
5.488907,0.000000,5.488907,1.000000
29.779155,0.000000,29.779155,1.000000
62.821905,0.000000,62.821905,1.000000
58.685318,25.712109,32.973208,0.561865
13.236552,25.727935,12.491382,0.943704
2.606382,0.000000,2.606382,1.000000
1.798008,0.000000,1.798008,1.000000
4.218275,0.000000,4.218275,1.000000
8.537401,0.000000,8.537401,1.000000
28.261140,0.000000,28.261140,1.000000
70.148961,25.700165,44.448796,0.633634
0.558124,0.000000,0.558124,1.000000
8.255467,0.000000,8.255467,1.000000
39.216939,0.000000,39.216939,1.000000
44.171943,0.000000,44.171943,1.000000
25.739758,25.707780,0.031978,0.001242
7.155436,0.000000,7.155436,1.000000
62.264994,0.000000,62.264994,1.000000
36.498855,0.000000,36.498855,1.000000
52.724471,25.723246,27.001225,0.512119
44.613863,0.000000,44.613863,1.000000
36.024845,25.739240,10.285606,0.285514
29.115427,0.000000,29.115427,1.000000
42.077050,25.751575,16.325475,0.387990
71.713802,25.752997,45.960804,0.640892
5.809650,0.000000,5.809650,1.000000
16.856797,25.779311,8.922514,0.529313
30.071015,0.000000,30.071015,1.000000
27.015795,0.000000,27.015795,1.000000
12.455847,0.000000,12.455847,1.000000
27.091203,0.000000,27.091203,1.000000
28.842321,0.000000,28.842321,1.000000
37.715886,25.764404,11.951482,0.316882
13.788209,0.000000,13.788209,1.000000
12.027905,0.000000,12.027905,1.000000
25.591993,0.000000,25.591993,1.000000
29.140964,0.000000,29.140964,1.000000
24.601549,25.759839,1.158289,0.047082
18.859011,0.000000,18.859011,1.000000
14.792941,25.760773,10.967831,0.741423
2.246431,0.000000,2.246431,1.000000
3.780735,0.000000,3.780735,1.000000
3.860331,0.000000,3.860331,1.000000
40.366143,0.000000,40.366143,1.000000
21.048422,25.725022,4.676600,0.222183
3.936081,0.000000,3.936081,1.000000
23.775556,0.000000,23.775556,1.000000
13.315613,25.720071,12.404457,0.931572
35.549469,0.000000,35.549469,1.000000
5.570205,25.714067,20.143862,3.616359
36.970498,0.000000,36.970498,1.000000
4.357382,0.000000,4.357382,1.000000
46.278318,0.000000,46.278318,1.000000
28.340403,25.705542,2.634861,0.092972
17.353996,0.000000,17.353996,1.000000
2.128054,0.000000,2.128054,1.000000
66.541533,0.000000,66.541533,1.000000
80.360399,25.701905,54.658494,0.680167
31.203670,0.000000,31.203670,1.000000
51.160703,0.000000,51.160703,1.000000
31.109553,25.743971,5.365582,0.172474
18.259972,0.000000,18.259972,1.000000
9.550001,25.756781,16.206779,1.697045
17.893085,0.000000,17.893085,1.000000
11.710164,0.000000,11.710164,1.000000
40.687301,25.743660,14.943641,0.367280
2.311160,0.000000,2.311160,1.000000
18.330425,0.000000,18.330425,1.000000
20.729127,25.734311,5.005184,0.241457
36.775735,0.000000,36.775735,1.000000
45.492596,25.729164,19.763432,0.434432
93.599135,25.733744,67.865391,0.725064
95.076394,25.741933,69.334461,0.729250
17.189545,0.000000,17.189545,1.000000
1.896062,25.798741,23.902679,12.606485
17.637861,0.000000,17.637861,1.000000
20.845461,0.000000,20.845461,1.000000
37.042603,25.781920,11.260683,0.303993
16.777709,0.000000,16.777709,1.000000
90.559703,25.784533,64.775169,0.715276
160.030221,25.780813,134.249408,0.838900
120.134237,25.807559,94.326678,0.785177
4.690965,0.000000,4.690965,1.000000
79.937337,0.000000,79.937337,1.000000
66.624156,25.893098,40.731057,0.611356
6.432141,0.000000,6.432141,1.000000
19.838386,25.932149,6.093763,0.307170
5.133547,0.000000,5.133547,1.000000
3.224264,0.000000,3.224264,1.000000
17.513659,0.000000,17.513659,1.000000
19.982666,25.903724,5.921059,0.296310
3.186821,0.000000,3.186821,1.000000
2.066709,0.000000,2.066709,1.000000
8.956387,0.000000,8.956387,1.000000
13.501652,0.000000,13.501652,1.000000
14.089498,0.000000,14.089498,1.000000
25.023926,25.866705,0.842779,0.033679
6.357693,0.000000,6.357693,1.000000
1.257278,0.000000,1.257278,1.000000
15.372901,0.000000,15.372901,1.000000
9.334378,25.843462,16.509083,1.768632
6.288336,0.000000,6.288336,1.000000
12.796310,0.000000,12.796310,1.000000
52.982864,0.000000,52.982864,1.000000
50.717841,25.819093,24.898748,0.490927
30.299607,0.000000,30.299607,1.000000
58.473279,0.000000,58.473279,1.000000
35.997172,25.842190,10.154982,0.282105
63.481632,0.000000,63.481632,1.000000
59.250891,25.859654,33.391237,0.563557
53.819539,25.875004,27.944536,0.519227
40.873089,25.888615,14.984473,0.366610
59.970160,25.900002,34.070158,0.568119
10.232341,0.000000,10.232341,1.000000
59.119257,0.000000,59.119257,1.000000
9.135151,0.000000,9.135151,1.000000
29.937662,0.000000,29.937662,1.000000
6.984094,0.000000,6.984094,1.000000
5.930866,0.000000,5.930866,1.000000
4.948199,0.000000,4.948199,1.000000
0.792136,0.000000,0.792136,1.000000
46.019504,0.000000,46.019504,1.000000
15.834938,0.000000,15.834938,1.000000
1.841698,0.000000,1.841698,1.000000
49.023773,0.000000,49.023773,1.000000
52.437152,25.881721,26.555431,0.506424
14.385810,0.000000,14.385810,1.000000
12.957034,25.901858,12.944823,0.999058
13.289087,0.000000,13.289087,1.000000
11.562145,0.000000,11.562145,1.000000
5.452589,0.000000,5.452589,1.000000
9.555796,0.000000,9.555796,1.000000
10.727643,0.000000,10.727643,1.000000
2.844882,0.000000,2.844882,1.000000
4.175855,0.000000,4.175855,1.000000
20.222670,0.000000,20.222670,1.000000
3.347666,0.000000,3.347666,1.000000
57.656921,0.000000,57.656921,1.000000
60.409347,25.830700,34.578646,0.572406
0.925198,0.000000,0.925198,1.000000
7.336617,0.000000,7.336617,1.000000
22.017557,0.000000,22.017557,1.000000
31.593708,0.000000,31.593708,1.000000
24.913992,25.838426,0.924434,0.037105
9.393556,0.000000,9.393556,1.000000
22.712498,25.840370,3.127872,0.137716
34.236750,25.833757,8.402994,0.245438
61.817720,25.832502,35.985218,0.582118
22.491339,0.000000,22.491339,1.000000
103.225690,25.850329,77.375361,0.749575
116.898520,25.848981,91.049539,0.778877
103.704547,25.880031,77.824516,0.750445
57.139110,25.916540,31.222570,0.546431
18.705878,0.000000,18.705878,1.000000
16.942153,0.000000,16.942153,1.000000
2.256450,0.000000,2.256450,1.000000
18.672909,25.953715,7.280807,0.389913
46.884213,0.000000,46.884213,1.000000
8.415014,0.000000,8.415014,1.000000
59.478517,0.000000,59.478517,1.000000
36.844260,0.000000,36.844260,1.000000
21.913069,25.956089,4.043019,0.184503
6.775831,0.000000,6.775831,1.000000
12.393511,0.000000,12.393511,1.000000
24.917278,0.000000,24.917278,1.000000
27.361704,25.945754,1.415949,0.051749
19.720765,0.000000,19.720765,1.000000
4.549724,0.000000,4.549724,1.000000
32.046749,0.000000,32.046749,1.000000
4.575285,0.000000,4.575285,1.000000
8.798561,0.000000,8.798561,1.000000
6.608638,0.000000,6.608638,1.000000
16.249264,0.000000,16.249264,1.000000
39.766081,25.914335,13.851746,0.348331
25.250451,0.000000,25.250451,1.000000
6.587225,0.000000,6.587225,1.000000
21.285073,0.000000,21.285073,1.000000
12.735361,0.000000,12.735361,1.000000
70.862408,25.906224,44.956184,0.634415
4.721967,0.000000,4.721967,1.000000
11.348930,0.000000,11.348930,1.000000
14.806594,0.000000,14.806594,1.000000
6.783710,0.000000,6.783710,1.000000
1.496450,0.000000,1.496450,1.000000
3.361639,0.000000,3.361639,1.000000
37.051293,0.000000,37.051293,1.000000
19.760768,0.000000,19.760768,1.000000
48.309504,0.000000,48.309504,1.000000
20.982662,0.000000,20.982662,1.000000
18.320466,0.000000,18.320466,1.000000
40.929993,0.000000,40.929993,1.000000
26.449289,25.880063,0.569226,0.021521
26.320306,0.000000,26.320306,1.000000
35.044216,0.000000,35.044216,1.000000
48.804550,25.886398,22.918152,0.469590
10.536584,25.890009,15.353425,1.457154
36.119802,0.000000,36.119802,1.000000
15.137220,0.000000,15.137220,1.000000
29.076160,25.897016,3.179144,0.109339
4.832271,0.000000,4.832271,1.000000
44.562167,0.000000,44.562167,1.000000
37.734865,25.885747,11.849118,0.314010
